id;productnames;descriptions;startingbids;images;lister;created;category;patrimonio;idp;images2;images3
120;Notebook LENOVO 80R0;Fabricante: LENOVO | Modelo:   80R0 | N° série: PE01YH61 | Processador: Intel I7-5500u | RAM: 16GB | HD: NONE | SSD: NONE | Placa de vídeo: AMD radeon R5 M230 | Observação: Dobradiça com defeito;250;https://www.lenovo.com/medias/lenovo-laptop-g50-front-2.jpg?context=bWFzdGVyfGltYWdlc3wxMjI2NDd8aW1hZ2UvanBlZ3xpbWFnZXMvaDEzL2g4Mi85NTAwODQyNzU0MDc4LmpwZ3xiZjc4ZmJmNDgwZDMzN2EwOTFhNzhiZTE1YmRhZThlMWNiOTNjNmQ1NWJhYjViYTYyNjA0MjE1NzRhOGU2MTA5;servicedesk;2023-06-06 11:00:00.425937;notebooks;93;PE01YH61;https://www.lenovo.com/medias/laptop-lenovo-g50-left-open-view-main.png?context=bWFzdGVyfGltYWdlc3w4NjcxMnxpbWFnZS9wbmd8aW1hZ2VzL2gzMS9oMzAvOTUwMDg0MzQwOTQzOC5wbmd8YWY4ZjQ2OWQ2NmVlMDFlNjVkZTkwY2QyODk1ZjU5NDc1OWQ0NDY5N2ExMTk0ZTQ5NDcxN2U5YTEwOGY1Mjg5Mw;https://www.lenovo.com/medias/lenovo-laptop-g50-side-detail-9.jpg?context=bWFzdGVyfGltYWdlc3wxMDQ3NTB8aW1hZ2UvanBlZ3xpbWFnZXMvaDlmL2gyZi85NTAwODQzNTczMjc4LmpwZ3w2ODVlNWMyYWQzNDhlNTdlNTZlOTNmMWU1OWFkYzM3Zjg0ZmIwOTZjZTYzOGJiYTZkNmJhNjc5MTc1YzdmOTQ3
121;Notebook DELL Inspiron 15 5570;"Fabricante: DELL | Modelo:   Inspiron 15 5570 | N° série: 9CSY9X2 | Processador: intel i5-8250U | RAM: 8GB | HD: NONE | SSD: 250GB | Placa de vídeo: AMD Radeon R7 M460 | Observação: Está faltando tecla ""vírgula"" do teclado numerico ";600;https://a-static.mlcdn.com.br/800x560/notebook-dell-inspiron-i15-5570-b40c-intel-core-i7-8gb-2tb-led-156-full-hd-radeon-4gb-windows-10/magazineluiza/220922600/82c4e106715fec4b6104f6ebf206a564.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;96;9CSY9X2;https://a-static.mlcdn.com.br/800x560/notebook-dell-inspiron-i15-5570-b40c-intel-core-i7-8gb-2tb-led-156-full-hd-radeon-4gb-windows-10/magazineluiza/220922600/c13e0e997d3caafc280742cc6e398b33.jpg;https://a-static.mlcdn.com.br/800x560/notebook-dell-inspiron-i15-5570-b40c-intel-core-i7-8gb-2tb-led-156-full-hd-radeon-4gb-windows-10/magazineluiza/220922600/dc15adfadb27904c1868ca7acf93facc.jpg
122;Notebook DELL Vostro 14 3468;Fabricante: DELL | Modelo:   Vostro 14 3468 | N° série: 11B0FN2 | Processador: intel i5-7200U | RAM: 8GB | HD: NONE | SSD: 250GB | Placa de vídeo: intel® UHD Graphics 620 | Observação: | Sistema Operacional: Microsoft Windows 10 Pro;725;https://images.tcdn.com.br/img/img_prod/458206/nb_dell_vostro_3468_core_i3_6006u_2_0ghz_500gb_4gb_dvd_14_dvd_win10pro_15854_2_20180806094702.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;97;11B0FN2;https://images.tcdn.com.br/img/img_prod/458206/nb_dell_vostro_3468_core_i3_6006u_2_0ghz_500gb_4gb_dvd_14_dvd_win10pro_15854_1_20180806094702.jpg;https://images.tcdn.com.br/img/img_prod/458206/nb_dell_vostro_3468_core_i3_6006u_2_0ghz_500gb_4gb_dvd_14_dvd_win10pro_15854_3_20180806094703.jpg
123;Desktop DELL D13S002;Fabricante: DELL | Modelo:   D13S002 | N° série: 9231FN2 | Processador: intel i7 7°G | RAM: 16GB | HD:  | SSD: 240GB | Placa de vídeo: DELL 45D2Y | Observação: Nenhuma;550;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;113;9231FN2;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg
124;Desktop DELL D13S002;Fabricante: DELL | Modelo:   D13S002 | N° série: 407WK A00 | Processador: intel i5 7 | RAM: 8GB | HD: 480GB | SSD: NONE | Placa de vídeo: DELL 45D2Y | Observação: Nenhuma;550;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;136;407WK A00;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg
125;Notebook LENOVO 80R0;Fabricante: LENOVO | Modelo:   80R0 | N° série: PE01Y8MS | Processador: Intel I7-5500u | RAM: 16GB | HD: 1TB | SSD: NONE | Placa de vídeo: AMD radeon R5 M230 | Observação: Dobradiça quebrada;250;https://www.lenovo.com/medias/lenovo-laptop-g50-front-2.jpg?context=bWFzdGVyfGltYWdlc3wxMjI2NDd8aW1hZ2UvanBlZ3xpbWFnZXMvaDEzL2g4Mi85NTAwODQyNzU0MDc4LmpwZ3xiZjc4ZmJmNDgwZDMzN2EwOTFhNzhiZTE1YmRhZThlMWNiOTNjNmQ1NWJhYjViYTYyNjA0MjE1NzRhOGU2MTA5;servicedesk;2023-06-06 11:00:00.425937;notebooks;149;PE01Y8MS;https://www.lenovo.com/medias/laptop-lenovo-g50-left-open-view-main.png?context=bWFzdGVyfGltYWdlc3w4NjcxMnxpbWFnZS9wbmd8aW1hZ2VzL2gzMS9oMzAvOTUwMDg0MzQwOTQzOC5wbmd8YWY4ZjQ2OWQ2NmVlMDFlNjVkZTkwY2QyODk1ZjU5NDc1OWQ0NDY5N2ExMTk0ZTQ5NDcxN2U5YTEwOGY1Mjg5Mw;https://www.lenovo.com/medias/lenovo-laptop-g50-side-detail-9.jpg?context=bWFzdGVyfGltYWdlc3wxMDQ3NTB8aW1hZ2UvanBlZ3xpbWFnZXMvaDlmL2gyZi85NTAwODQzNTczMjc4LmpwZ3w2ODVlNWMyYWQzNDhlNTdlNTZlOTNmMWU1OWFkYzM3Zjg0ZmIwOTZjZTYzOGJiYTZkNmJhNjc5MTc1YzdmOTQ3
126;Notebook DELL Vostro 3583;Fabricante: DELL | Modelo:   Vostro 3583 | N° série: 1DTJ813 | Processador: intel i5-8265U | RAM: 8GB | HD: 1TB | SSD: NONE | Placa de vídeo: Intel(R) WhiskeyLake Graphics | Observação: TECLA DO ENTER QUEBRADA | Sistema Operacional: Microsoft Windows 10 Pro;725;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_1_595eca628b5907f80c802c10d7d46d0e.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;189;1DTJ813;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_3_08f797c54796fdc2b874c9ff2208210f.jpg;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_4_545ab38080c1b498fba795e39e13a2ff.jpg
127;Notebook DELL Vostro 3583;Fabricante: DELL | Modelo:   Vostro 3583 | N° série: 1DWJ813 | Processador: intel i5-8265U | RAM: 8GB | HD: NONE | SSD: 250GB | Placa de vídeo: intel® UHD Graphics 620 | Observação: | Sistema Operacional: Microsoft Windows 10 Pro;725;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_1_595eca628b5907f80c802c10d7d46d0e.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;190;1DWJ813;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_3_08f797c54796fdc2b874c9ff2208210f.jpg;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_4_545ab38080c1b498fba795e39e13a2ff.jpg
128;Notebook DELL Vostro 3583;Fabricante: DELL | Modelo:   Vostro 3583 | N° série: 1DVH813 | Processador: intel i5-8265U | RAM: 8GB | HD: NONE | SSD: 250GB | Placa de vídeo: intel® UHD Graphics 5500 | Observação: | Sistema Operacional: Microsoft Windows 10 Pro;725;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_1_595eca628b5907f80c802c10d7d46d0e.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;191;1DVH813;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_3_08f797c54796fdc2b874c9ff2208210f.jpg;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_4_545ab38080c1b498fba795e39e13a2ff.jpg
129;Notebook DELL Inspiron 5457;Fabricante: DELL | Modelo:   Inspiron 5457 | N° série: 8PCRKF2 | Processador: Intel i7-6500U | RAM: 16GB | HD: NONE | SSD: 250GB | Placa de vídeo: NVIDIA GeForce 930M | Observação: SEM CARREGADOR | Sistema Operacional: Microsoft Windows 10 Pro;890;https://cdn.shoppub.io/cdn-cgi/image/w=1000,h=1000,q=80,f=auto/oficinadosbits/media/uploads/produtos/foto/amvvniaa/file.png;servicedesk;2023-06-06 11:00:00.425937;notebooks;193;8PCRKF2;https://cdn.shoppub.io/cdn-cgi/image/w=1000,h=1000,q=80,f=auto/oficinadosbits/media/uploads/produtos/foto/tmylgqlq/file.png;https://cdn.shoppub.io/cdn-cgi/image/w=1000,h=1000,q=80,f=auto/oficinadosbits/media/uploads/produtos/foto/acrsbplr/file.png
130;Notebook DELL Vostro 3583;Fabricante: DELL | Modelo:   Vostro 3583 | N° série: 1DTQ813 | Processador: intel i5-8265U | RAM: 8GB | HD: NONE | SSD: 250GB | Placa de vídeo: intel® UHD Graphics 620 | Observação: | Sistema Operacional: Microsoft Windows 10 Pro;725;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_1_595eca628b5907f80c802c10d7d46d0e.jpg;servicedesk;2023-06-06 11:00:00.425937;notebooks;197;1DTQ813;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_3_08f797c54796fdc2b874c9ff2208210f.jpg;https://images.tcdn.com.br/img/img_prod/740836/notebook_dell_vostro_3583_core_i5_8265u_memoria_8gb_ddr4_ssd_256gb_tela_15_6_hd_sistema_windows_10_h_8253_4_545ab38080c1b498fba795e39e13a2ff.jpg
131;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR0H5MNVTVB0087I6GEIA03 | Processador: BR0H5MNVTVB0087I6GEIA03 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1806;BR0H5MNVTVB0087I6GEIA03;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
132;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR05N3NVTVB007C50QEIA00 | Processador: BR05N3NVTVB007C50QEIA00 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1832;BR05N3NVTVB007C50QEIA00;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
133;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR02525HTVB0078V4T6IA01 | Processador: BR02525HTVB0078V4T6IA01 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1835;BR02525HTVB0078V4T6IA01;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
134;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5006;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
135;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5007;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
136;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5008;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
137;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5009;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
138;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5010;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
139;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5011;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
140;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5012;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
141;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5013;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
142;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5014;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
143;Kit teclado & mouse Dell Computer Input Device KM636•Modelo regulamentar WM116t;Fabricante: DELL | Modelo:   Computer Input Device KM636•Modelo regulamentar WM116t | N° série:  | Processador:  | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: Kit mouse e teclado sem fio;80;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/4r0x8es-800x800.png;servicedesk;2023-06-06 11:00:00.425937;mouses-teclados;NONE;5015;https://www.info2.com.br/image/cache/data/acessorios/teclados/km636--preto/129705378-6sz-1000x1000.jpg;https://www.info2.com.br/image/data/acessorios/teclados/km636--preto/129705378-3sz.jpg
144;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR0H5MNVTVB0087I7C9IA03 | Processador: BR0H5MNVTVB0087I7C9IA03 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;252;BR0H5MNVTVB0087I7C9IA03;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
145;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR-0H5MNV-TVBOO-89C-3GEI-A03 | Processador: BR-0H5MNV-TVBOO-89C-3GEI-A03 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;253;BR-0H5MNV-TVBOO-89C-3GEI-A03;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
146;Monitor DELL SE2216H;Fabricante: DELL | Modelo:   SE2216H | N° série: BR02525HTVB0078V4UKIA01 | Processador: BR02525HTVB0078V4UKIA01 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;400;https://www.romapy.com/46577-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;254;BR02525HTVB0078V4UKIA01;https://www.romapy.com/46578-large_default/mon-led-215-dell-se2216h-vgahdmi-bivolt-se2216h.jpg;https://a-static.mlcdn.com.br/1500x1500/monitor-para-pc-full-hd-dell-lcd-widescreen-215-se2216h/modernainformaticapdi/ac373590c23c11ec88194201ac18506b/5fc35438a1bd1aec6be490a708102358.jpeg
147;Monitor DELL P2219H;Fabricante: DELL | Modelo:   P2219H | N° série: BR02DV09TVB000211UCU | Processador: BR02DV09TVB000211UCU | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;600;https://www.romapy.com/15142-large_default/monitor-dell-215-p2219h-vgadphdmiusb-bivolt-p2219h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1562;BR02DV09TVB000211UCU;https://www.romapy.com/15143-large_default/monitor-dell-215-p2219h-vgadphdmiusb-bivolt-p2219h.jpg;https://d30u9wim1barf6.cloudfront.net/Custom/Content/Products/99/10/991033_monitor-dell-led-21-5-fhd-hdmi-vga-dp-p2219h_m2_637405300504346937.jpg
148;Monitor DELL P2219H;Fabricante: DELL | Modelo:   P2219H | N° série: BR02DV09TVB000211UBU | Processador: BR02DV09TVB000211UBU | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;600;https://www.romapy.com/15142-large_default/monitor-dell-215-p2219h-vgadphdmiusb-bivolt-p2219h.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1569;BR02DV09TVB000211UBU;https://www.romapy.com/15143-large_default/monitor-dell-215-p2219h-vgadphdmiusb-bivolt-p2219h.jpg;https://d30u9wim1barf6.cloudfront.net/Custom/Content/Products/99/10/991033_monitor-dell-led-21-5-fhd-hdmi-vga-dp-p2219h_m2_637405300504346937.jpg
149;Monitor LG 20M37AA-B;Fabricante: LG | Modelo:  LG 20M37AA-B | N° série: 603spxv06898 | Processador: 603spxv06898 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: SEM HDMI;250;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-01.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1807;603spxv06898;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-03.jpg;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-04.jpg
150;Monitor LG 22MP55HA;Fabricante: LG | Modelo:  LG 22MP55HA | N° série: 602spyr0n026 | Processador: 602spyr0n026 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;375;https://www.lg.com/br/images/monitores/22mp55hq/gallery/MP55_medium_00.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1808;602spyr0n026;https://www.lg.com/br/images/monitores/22mp55hq/gallery/MP55_medium_03.jpg;https://www.lg.com/br/images/monitores/22mp55hq/gallery/MP55_medium_04.jpg
151;Monitor LG 20M37AA-B;Fabricante: LG | Modelo:  LG 20M37AA-B | N° série: 601spqj0f396 | Processador: 601spqj0f396 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: SEM HDMI;250;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-01.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;1809;601spqj0f396;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-03.jpg;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-04.jpg
152;Desktop DELL D13S002;Fabricante: DELL | Modelo:   D13S002 | N° série: 9202FN2 | Processador: intel i7 7°G | RAM: 8GB | HD:  | SSD: 240GB | Placa de vídeo: DELL 45D2Y | Observação: Nenhuma;550;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;NM02;9202FN2;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg;https://www.hardware-corner.net/wp-content/uploads/compare/Dell_Inspiron_3470.jpg
153;Monitor DELL P2018H;Fabricante: DELL | Modelo:  P2018H | N° série: BR-0VPCHG-TVB00-966-8DPU-A05 | Processador: BR-0VPCHG-TVB00-966-8DPU-A05 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: COM HDMI;350;https://images.kabum.com.br/produtos/fotos/149463/monitor-dell-e1920h-18-5-widescreen-led-60hz-5ms-displayport-vga-vesa-tela-anti-ofuscamento-preto-210-aunl_es_1614345478_gg.jpg;servicedesk;2023-06-06 11:00:00.425937;desktops;NONE;BR-0VPCHG-TVB00-966-8DPU-A05;https://images.kabum.com.br/produtos/fotos/149463/monitor-dell-e1920h-18-5-widescreen-led-60hz-5ms-displayport-vga-vesa-tela-anti-ofuscamento-preto-210-aunl_es_1614345484_gg.jpg;https://images.kabum.com.br/produtos/fotos/149463/monitor-dell-e1920h-18-5-widescreen-led-60hz-5ms-displayport-vga-vesa-tela-anti-ofuscamento-preto-210-aunl_es_1614345479_gg.jpg
154;Monitor LG 20M37AA-B;Fabricante: LG | Modelo: LG 20M37AA-B | N° série: 603spvh06807 | Processador: 603spvh06807 | RAM:  | HD:  | SSD:  | Placa de vídeo:  | Observação: SEM HDMI;250;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-01.jpg;servicedesk;2023-06-06 11:00:00.425937;monitores;NONE;603spvh06807;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-03.jpg;https://www.lg.com/br/images/monitores/20m37aa-b/gallery/medium-04.jpg
